Programa de financiación;Título;Ce.gestor;Funcional;Económico;Fondo;Impte.mon.ent.CP;LI;Descripción Línea de Inversión;SL;Descripción Sublínea de Inversión;Distrito;Descripción
2022/000262;ZONAS VERDES DISTRITO CIUDAD LINEAL. OBRAS DE REMODELACIÓN;001215;17102;61921;;165.200,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;215;CIUDAD LINEAL
2022/000505;ZONAS VERDES ÁMBITO SAN PASCUAL, DISTRITO CIUDAD LINEAL. MEJORAS E INSTALACIÓN CIRCUITO BIOSALUDABLE;001215;17102;61921;5;52.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;215;CIUDAD LINEAL
2022/000506;ZONAS VERDES ÁMBITO PUEBLO NUEVO, DISTRITO CIUDAD LINEAL. MEJORAS Y DOTACIÓN ELEMENTOS URBANOS;001215;17102;61921;5;70.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;215;CIUDAD LINEAL
2022/000263;EQUIPAMIENTO CENTROS DE MAYORES DEL DISTRITO CIUDAD LINEAL;001215;23103;63599;;30.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;215;CIUDAD LINEAL
2022/000264;EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO CIUDAD LINEAL;001215;23106;62599;;5.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;215;CIUDAD LINEAL
2021/000512;PATIOS DE COLEGIO DISTRITO DE CIUDAD LINEAL,ÁMBITO SAN PASCUAL.OBRAS DE MEJORA (ID 20: 16111);001215;32301;63200;5;87.000,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2021/000514;PATIOS DE COLEGIO DISTRITO DE CIUDAD LINEAL,ÁMBITO PUEBLO NUEVO.OBRAS DE MEJORA (ID 20: 16111);001215;32301;63200;5;166.000,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2021/002046;PATIOS DE COLEGIO DEL DISTRITO DE CIUDAD LINEAL. OBRAS DE MEJORA (ID 20: 16111);001215;32301;63200;5;95.788,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2022/000265;OBRAS DE MEJORA Y CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO CIUDAD LINEAL;001215;32301;63200;;367.000,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2022/000507;PATIOS DE COLEGIO ÁMBITO LA ELIPA, DISTRITO DE CIUDAD LINEAL. OBRAS DE MEJORA;001215;32301;63200;5;66.000,00;05;EDUCACIÓN;00;COLEGIOS;215;CIUDAD LINEAL
2022/000266;EQUIPAMIENTO CENTROS CULTURALES Y SALAS DE ENSAYO DISTRITO CIUDAD LINEAL;001215;33401;62599;;30.000,00;10;CULTURA;03;CENTROS CULTURALES;215;CIUDAD LINEAL
2019/009236;ZONA DEPORTIVA ENTRE C/GANDHI Y LARGO CABALLERO. CONSTRUCCIÓN (ID 19: 10088);001215;34201;60999;5;330.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;215;CIUDAD LINEAL
2022/000267;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE CIUDAD LINEAL;001215;34201;62300;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2022/000267;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE CIUDAD LINEAL;001215;34201;62500;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2022/000267;EQUIPAMIENTO CENTROS DEPORTIVOS DEL DISTRITO DE CIUDAD LINEAL;001215;34201;62599;;5.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2022/000268;OBRAS DE CONSERVACION CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE CIUDAD LINEAL;001215;34201;63200;;204.200,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;215;CIUDAD LINEAL
2022/000269;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;001215;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2022/000269;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CIUDAD LINEAL;001215;92001;62599;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;215;CIUDAD LINEAL
2022/000270;OBRAS DE CONSERVACIÓN DE EDIFICIOS DISTRITO DE CIUDAD LINEAL;001215;93302;63200;;234.960,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;215;CIUDAD LINEAL
2022/000358;VIALES PÚBLICOS DISTRITO DE HORTALEZA. OBRAS DE REMODELACIÓN;001216;15322;61910;;200.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;216;HORTALEZA
2022/000508;PARQUES DISTRITO DE HORTALEZA. OBRAS DE ADECUACIÓN;001216;17102;61920;5;50.000,00;09;MEDIO AMBIENTE;00;PARQUES;216;HORTALEZA
2022/000360;OBRAS DE REFORMA CENTROS DOCENTES DE ENSEÑANZA DISTRITO HORTALEZA;001216;32301;63200;;547.044,00;05;EDUCACIÓN;00;COLEGIOS;216;HORTALEZA
2022/000359;OBRAS DE REFORMA INSTALACIONES DEPORTIVAS DEL DISTRITO DE HORTALEZA;001216;34201;63200;;90.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;216;HORTALEZA
2022/002015;INSTALACIONES DEPORTIVAS PARQUE JUAN PABLO II. OBRAS DE REFORMA Y MEJORA (ID 19: 11672);001216;34201;61999;5;450.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;216;HORTALEZA
2022/000361;OBRAS DE REFORMA DE EDIFICIOS DISTRITO DE HORTALEZA;001216;93302;63200;;150.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;216;HORTALEZA
2022/000216;ZONAS VERDES POLÍGONO EL GATO. MEJORA Y ACONDICIONAMIENTO DE MEDIANAS Y ROTONDAS.;001217;17102;61921;;500.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;217;VILLAVERDE
2022/002025;PARQUE CANINO SOSTENIBLE EN EL DISTRITO DE VILLAVERDE. OBRAS DE ADAPTACIÓN (ID 20: 14162);001217;17102;61921;5;40.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;217;VILLAVERDE
2022/000138;SERVICIOS SALUBRIDAD PÚBLICA DISTRITO DE VILLAVERDE. MEDIDORES CO2 (DIOXIDO DE CARBONO);001217;31101;62599;;3.000,00;04;SALUD PÚBLICA;00;PROMOCIÓN DE LA SALUD Y AT. SANITARIA;217;VILLAVERDE
2022/000515;OBRAS CONSERVACIÓN Y MEJORA CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE VILLAVERDE;001217;32301;63200;;735.000,00;05;EDUCACIÓN;00;COLEGIOS;217;VILLAVERDE
2021/000526;PISTA DE PUMPTRACK EN PARQUE LINEAL DEL MANZANARES. CONSTRUCCIÓN;001217;34201;60999;5;235.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;217;VILLAVERDE
2022/000205;DEPORTIVO BÁSICO EL ESPINILLO II. CONSTRUCCIÓN DE CUBIERTA EN PISTA POLIDEPORTIVA.;001217;34201;63200;;400.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;217;VILLAVERDE
2022/002035;DEPORTIVO BÁSICO MARCONI. ADPTACIÓN ROCÓDROMO Y ACONDICIONAMIENTO EXTERIOR (ID 20:15847);001217;34201;63200;5;120.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;217;VILLAVERDE
2021/001207;RECINTO FERIAL SIERRA GORDA, DISTRITO VILLA DE VALLECAS. OBRAS DE REMODELACIÓN INTEGRAL;001218;15322;61910;5;160.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;218;VILLA DE VALLECAS
2022/000509;C/ MARTÍNEZ OLMEDILLA, DISTRITO VILLA DE VALLECAS. ACONDICIONAMIENTO PAVIMENTACIÓN;001218;15322;61910;5;25.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;218;VILLA DE VALLECAS
2022/000519;ZONAS VERDES DE LA COLONIA VILDA, DISTRITO DE VILLA DE VALLECAS. REMODELACIÓN;001218;17102;61921;;405.000,00;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;218;VILLA DE VALLECAS
2021/000237;CENTRO SERVICIOS SOCIALES ENSANCHE, VILLA DE VALLECAS. MOBILIARIO;001218;23103;62500;;52.447,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;218;VILLA DE VALLECAS
2021/000240;EQUIPAMIENTO CENTRO SERVICIOS SOCIALES ENSANCHE, VILLA DE VALLECAS;001218;23103;62599;;24.162,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;218;VILLA DE VALLECAS
2022/000532;CENTRO DE MAYORES SANTA EUGENIA. ADECUACIÓN INSTALACIONES DE CLIMATIZACIÓN;001218;23103;63200;;300.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;218;VILLA DE VALLECAS
2022/000070;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO VILLA DE VALLECAS;001218;32301;63200;;410.000,00;05;EDUCACIÓN;00;COLEGIOS;218;VILLA DE VALLECAS
2022/000071;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DEL DISTRITO VILLA DE VALLECAS;001218;34201;63200;;180.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;218;VILLA DE VALLECAS
2022/002036;ZONA DEPORTIVA FONDO C/CERRO ALMODÓVAR, BARRIO DE SANTA EUGENIA. ACONDICIONAMIENTO (ID 20: 16145);001218;34201;61999;5;360.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;218;VILLA DE VALLECAS
2022/000072;OBRAS DE CONSERVACIÓN DE EDIFICIOS DISTRITO VILLA DE VALLECAS;001218;93302;63200;;120.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;218;VILLA DE VALLECAS
2022/000495;C/ VILLABLANCA, DISTRITO DE VICÁLVARO. OBRAS DE URBANIZACIÓN;001219;15322;61904;5;35.757,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;219;VICALVARO
2022/000496;C/ CONDESA VEGA DEL POZO, TRAMO C/GALEOTE HASTA LAGO DE SANABRIA. MEJORA PARA COEXISTENCIA PEATONAL;001219;15322;61910;5;450.000,00;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;219;VICALVARO
2022/000029;EQUIPAMIENTO CENTROS DE DÍA Y DE MAYORES DISTRITO DE VICÁLVARO;001219;23103;62599;;4.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;219;VICALVARO
2022/000497;CENTRO DE DÍA Y DE MAYORES VICÁLVARO. OBRAS DE REFORMA Y ACCESIBILIDAD;001219;23103;63200;5;300.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;219;VICALVARO
2022/000004;OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE VICÁLVARO;001219;32301;63200;;559.500,00;05;EDUCACIÓN;00;COLEGIOS;219;VICALVARO
2021/002047;INSTALACIÓN DEPORTIVA BÁSICA EN EL CAÑAVERAL. CONSTRUCCIÓN (ID 20: 16732);001219;34201;62200;5;558.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;219;VICALVARO
2022/000005;OBRAS DE CONSERVACION INSTALACIONES DEPORTIVAS DEL DISTRITO DE VICALVARO;001219;34201;63200;;400.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;219;VICALVARO
2022/000014;EQUIPAMIENTO CENTRO DEPORTIVO VICÁLVARO;001219;34201;62599;;11.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;219;VICALVARO
2022/000015;CENTRO DEPORTIVO VICÁLVARO. ADQUISICIÓND DE MAQUINARIA;001219;34201;62300;;12.100,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;219;VICALVARO
2022/000043;EQUIPAMIENTOS SERVICIOS ADMINISTRATIVOS DISTRITO DE VICALVARO;001219;92001;62500;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;219;VICALVARO
2022/000007;OBRAS DE CONSERVACION DE EDIFICIOS DISTRITO DE VICALVARO;001219;93302;63200;;65.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;219;VICALVARO
2021/000548;DIVERSAS CALLES BARRIO SIMANCAS REMODELACIÓN Y RENOVACIÓN DE PAVIMENTOS;001220;15322;61904;5;210.854,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;220;SAN BLAS - CANILLEJAS
2022/000292;PLAZA DE SAN CRISTOBÁL, DISTRITO SAN BLAS-CANILLEJAS. REMODELACIÓN ACERAS Y CALZADAS;001220;15322;61904;;200.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;220;SAN BLAS - CANILLEJAS
2022/000309;RECINTOS FERIALES AVDA. ARCENTALES SAN BLAS-CANILLEJAS. REMODELACIÓN;001220;15322;61904;;10.000,00;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;220;SAN BLAS - CANILLEJAS
2021/000558;ESPACIO SAN BLAS CAMPUS DIGITAL. ADQUISICIÓN DE MOBILIARIO Y ENSERES;001220;23106;62599;;465.379,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;220;SAN BLAS - CANILLEJAS
2022/000498;EQUIPAMIENTO CENTRO DE SERVICIOS SOCIALES EN C/ POBLADURA DEL VALLE, 13;001220;23106;62599;5;200.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;220;SAN BLAS - CANILLEJAS
2022/000516;OBRAS CONSERVACIÓN Y MEJORA CENTROS DOCENTES DISTRITO DE SAN BLAS-CANILLEJAS;001220;32301;63200;;675.000,00;05;EDUCACIÓN;00;COLEGIOS;220;SAN BLAS - CANILLEJAS
2022/000003;EQUIPAMIENTO CENTROS CULTURALES DISTRITO SAN BLAS-CANILLEJAS;001220;33401;63599;;94.122,00;10;CULTURA;03;CENTROS CULTURALES;220;SAN BLAS - CANILLEJAS
2022/000003;EQUIPAMIENTO CENTROS CULTURALES DISTRITO SAN BLAS-CANILLEJAS;001220;33401;62599;;85.000,00;10;CULTURA;03;CENTROS CULTURALES;220;SAN BLAS - CANILLEJAS
2021/000552;DEPORTIVO BÁSICO MEDIO AMPOSTA. ACONDICIONAMIENTO DE PISTAS Y VESTUARIOS;001220;34201;63200;5;210.854,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;220;SAN BLAS - CANILLEJAS
2022/000311;DEPORTIVO BÁSICO QUINTA DE LOS MOLINOS I. OBRAS DE REFORMA;001220;34201;63200;;150.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;220;SAN BLAS - CANILLEJAS
2022/000376;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;34201;62599;;24.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2022/001017;CENTRO DEPORTIVO SAN BLAS. MEJORA REDES DE ABASTECIMIENTO DEL CONJUNTO;001220;34201;63200;;59.333,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;220;SAN BLAS - CANILLEJAS
2022/002007;DEPORTIVOS BÁSICOS DISTRITO SAN BLAS-CANILLEJAS. MEJORA (ID 17: 6725);001220;34201;63200;5;125.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;220;SAN BLAS - CANILLEJAS
2022/000096;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;62302;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2022/000096;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;62601;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2022/000096;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;63302;;500;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2022/000096;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;63599;;1.500,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2022/000096;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS;001220;92001;62599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2022/000097;SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO Y EQUIPOS DE OFCINA;001220;92001;62500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2022/000097;SERVICIOS ADMINISTRATIVOS DISTRITO SAN BLAS-CANILLEJAS. MOBILIARIO Y EQUIPOS DE OFCINA;001220;92001;63500;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;220;SAN BLAS - CANILLEJAS
2021/000596;OBRAS DE MEJORA Y ACONDICIONAMIENTO EDIFICIOS DISTRITO DE SAN BLAS CANILLEJAS;001220;93302;63200;;100.000,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;220;SAN BLAS - CANILLEJAS
2022/000499;ESPACIO SAN BLAS CAMPUS DIGITAL. OBRAS DE ACONDICIONAMIENTO;001220;93302;63200;5;1.150.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;03;INVESTIGACIÓN, INNOVACIÓN Y DESARROLLO;220;SAN BLAS - CANILLEJAS
2022/002014;BIBLIOTECA POPULAR EN EL CENTRO CULTURAL JOSÉ LUIS LÓPEZ VÁZQUEZ. OBRAS DE ADAPTACIÓN (ID 19: 11268);001220;93302;63200;5;16.500,00;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;220;SAN BLAS - CANILLEJAS
2022/000314;OBRAS DE MEJORA Y ACONDICIONAMIENTO CENTROS DOCENTES DE ENSEÑANZA DISTRITO BARAJAS;001221;32301;63200;;762.000,00;05;EDUCACIÓN;00;COLEGIOS;221;BARAJAS
2022/000303;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO DE BARAJAS;001221;34201;62599;;8.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2022/000303;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO DE BARAJAS;001221;34201;63600;;2.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2022/000303;EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO DE BARAJAS;001221;34201;62300;;14.700,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2022/000305;CENTROS DEPORTIVOS DISTRITO DE BAJARAS. SEÑALIZACIÓN;001221;34201;63901;;25.000,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2022/000317;OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DEL DISTRITO DE BARAJAS;001221;34201;63200;;66.500,00;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;221;BARAJAS
2022/000356;SERVICIOS ADMINISTRATIVOS DISTRITO DE BARAJAS. MOBILIARIO Y EQUIPOS DE OFICINA;001221;92001;62500;;3.000,00;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;221;BARAJAS
2022/000323;OBRAS DE MEJORA DE EDIFICIOS DISTRITO DE BARAJAS;001221;93302;63200;;66.500,00;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;221;BARAJAS
2022/000522;EQUIPAMIENTO SERVICIOS TRIBUNAL ECONÓMICO-ADMINISTRATIVO;001320;93201;62500;;12.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000523;SERVICIOS TRIBUNAL ECONÓMICO-ADMINISTRATIVO. INSTALACIONES TÉCNICAS;001320;93201;63301;;30.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2017/000351;ADQUISICION Y DESARROLLO DE APLICACIONES;501102;49101;64100;;353.670,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2018/000635;INFRAESTRUCTURA PARA REDES INTERNAS DE COMUNICACIONES;501102;49101;62600;;671.490,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;02;COMUNICACIONES;999;NO DISTRITALIZABLE
2019/000042;ADQUISICIÓN Y DESARROLLO DE APLICACIONES;501102;49101;64100;;841.031,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;501102;49101;62601;;101.590,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2019/000610;DOTACIÓN INFORMÁTICA DE LOS ESPACIOS DE TRABAJO;501102;49101;64100;;181.500,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2020/000154;ADQUISICIÓN Y DESARROLLO DE APLICACIONES INFORMÁTICAS;501102;49101;64100;;872.977,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2021/000215; ADQUISICIÓN Y DESARROLLO APLICACIONES INFORMÁTICAS IAM;501102;49101;64100;;141.861,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2021/001211;PLAN CONTRA LA OBSOLESCENCIA TECNOLÓGICA. ACTUALIZACIÓN SISTEMA INFORMÁTICO MUNICIPAL;501102;49101;64100;;214.098,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2022/000158;SERVICIOS INFORMÁTICA AYUNTAMIENTO DE MADRID. ADQUISICIÓN DE MAQUINARIA;501102;49101;62300;;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000159;SERVICIOS INFORMÁTICA AYUNTAMIENTO DE MADRID. MOBILIARIO Y EQUIPOS DE OFICINA;501102;49101;62500;;2.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000161;REFORMA Y REPOSICIÓN DE INSTALACIONES  INFORMÁTICA AYUNTAMIENTO DE MADRID;501102;49101;63301;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000163;REFORMA Y REPOSICIÓN DE OTRO MOBILIARIO INFORMÁTICA AYUNTAMIENTO DE MADRID;501102;49101;63599;;5.000,00;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;999;NO DISTRITALIZABLE
2022/000164;ADQUISICIÓN Y DESARROLLO DE APLICACIONES INFORMÁTICAS. INFORMÁTICA AYUNTAMIENTO DE MADRID;501102;49101;64100;;125.000,00;13;OTROS BIENES PÚBLICOS DE CARÁCTER ECONÓMICO;00;INFORMÁTICA;999;NO DISTRITALIZABLE
2022/000394;EQUIPAMIENTO DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO MADRID;503140;24100;62599;;40.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2022/000394;EQUIPAMIENTO DE LOS CENTROS DE LA AGENCIA PARA EL EMPLEO MADRID;503140;24100;62500;;200.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2022/000395;OBRAS DE REFORMA DE LOS CENTROS ADSCRITOS A LA AGENCIA PARA EL EMPLEO DE MADRID;503140;24100;63200;;1.035.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
2022/000396;ADQUISICIÓN MAQUINARIA Y HERRAMIENTAS CENTROS DE AGENCIA PARA EL EMPLEO MADRID PARA PAE;503140;24103;62300;;40.000,00;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;998;VARIOS DISTRITOS
