CeGe;Prog. Finan.;Objetivo;Indicador;Descripción Indicador;Unidad de medida;Presupuestado
001220;34101;02;06;ACTIV. NO COMPETITIVAS PARA LA PROMOCIÓN DEL DEPORTE;NÚMERO;10
001220;34101;02;07;PARTICIPANTES ACTIV. NO COMPETITIVAS PROMOCIÓN DEPORTE HOMBRES;NÚMERO;1200
001220;34101;02;08;PARTICIPANTES ACTIV. NO COMPETITIVAS PROMOCIÓN DEPORTE MUJERES;NÚMERO;450
001220;34201;01;19;RECLAMACIONES Y QUEJAS REFERIDAS A SERV. DEPORT. DEL DISTRITO;NÚMERO;200
001220;34201;01;18;MEDIA SEMANAL HORAS APERTURA INST.BÁSICAS ACC. CONTROLADO;RATIO;54
001220;34201;01;17;MEDIA SEMANAL DE HORAS APERTURA EN CENTROS DEPORTIVOS;RATIO;93
001220;34201;01;16;NIVEL OCUPACIÓN UNID. DEPORT. DE LOS CENTROS DEPORTIVOS;PORCENTAJE;50
001220;34201;01;15;UNIDADES DEPORTIVAS POR HABITANTE DEL DISTRITO;RATIO;1
001220;34201;01;14;UNIDADES DEPORTIVAS TOTALES;NÚMERO;94
001220;34201;01;13;UNIDADES DEPORT. INSTALAC. DEPORT. BÁSICAS SIN CONTROL ACCESO;NÚMERO;55
001220;34201;01;12;UNIDADES DEPORT. INSTALAC. DEPORT. BÁSICAS CONTROL ACCESO;NÚMERO;7
001220;34201;01;11;UNIDADES DEPORTIVAS DE CENTROS DEPORTIVOS;NÚMERO;32
001220;34201;01;10;SUPERF. INSTALAC. DEPORTIVAS POR HABITANTE DEL DISTRITO;RATIO;1
001220;34201;01;09;TOTAL SUPERFICIE DE INSTALACIONES DEPORTIVAS;M2;193894
001220;34201;01;08;SUPERFICIE INSTALACIONES DEPORTIVAS BÁSICAS DE ACCESO LIBRE;M2;92402
001220;34201;01;07;SUPERFICIE INSTALACIONES DEPORTIVAS BÁSICAS DE ACCESO CONTROLADO;M2;13014
001220;34201;01;06;SUPERFICIE DE CENTROS DEPORTIVOS;M2;88478
001220;34201;01;05;INSTALACIONES DEPORTIVAS BÁSICAS SIN CONTROL DE ACCESO;NÚMERO;26
001220;34201;01;04;INSTALACIONES DEPORTIVAS BÁSICAS CON CONTROL DE ACCESO;NÚMERO;4
001220;34201;01;03;CALLES DE LAS PISCINAS CUBIERTAS;NÚMERO;14
001220;34201;01;02;PISCINAS CUBIERTAS;NÚMERO;2
001220;34201;01;01;CENTROS DEPORTIVOS MUNICIPALES;NÚMERO;3
001220;34201;02;01;SUPERFICIE DE INSTALACIONES DEPORTIVAS A MANTENER;M2;27018
001220;34201;02;02;SUPERFICIE DE INSTALACIONES DEPORTIVAS A REFORMAR;M2;25735
001220;34201;02;03;INCIDENCIA OBRAS DE REFORMA EN LAS INST. DEPORTIVAS;PORCENTAJE;21
001220;49300;01;05;NÚMERO DE EXPEDIENTES SANCIONADORES PROPUESTOS;NÚMERO/AÑO;20
001220;49300;01;04;PRODUCTOS CONTROLADOS EN LA EJECUCIÓN DE LAS CAMPAÑAS DE     INSPECCIÓN;NÚMERO/AÑO;40
001220;49300;01;03;INSPECCIONES REALIZADAS POR INSPECTOR;NÚMERO/AÑO;150
001220;49300;01;02;ESTABLECIMIENTOS INSPECCIONADOS DE CONSUMO NO ALIMENTARIO;NÚMERO/AÑO;85
001220;49300;01;01;CAMPAÑAS REALIZADAS RESPECTO A LAS PLANIFICADAS;PORCENTAJE;100
001220;49300;02;01;NUMERO DE RECLAMACIONES Y DENUNCIAS TRAMITADAS;NÚMERO;800
001220;49300;02;02;RECLAMACIONES QUE SON TRAMITADAS PLAZO MAX 2 MESES;PORCENTAJE;90
001220;49300;02;03;INFORMACION AL CONSUMIDOR/A DE LA DERIVACIÓN DE SUS EXPEDIENTES A OTROS ORGANOS COMPETENTES PARA RESOLVER;PORCENTAJE;100
001220;49300;02;04;MEDIACIÓN EN LOS CONFLICTOS ENTRE CONSUMIDORES Y EMPRESARIOS/AS Y PROFESIONALES PROPICIANDO LA RESOLUCIÓN VOLUNTARIA DE;PORCENTAJE;100
001220;49300;02;05;RECLAMACIONES/DENUNCIAS REALIZADAS POR MUJERES;PORCENTAJE;60
001220;49300;02;06;RECLAMACIONES/DENUNCIAS REALIZADAS POR HOMBRES;PORCENTAJE;40
001220;49300;03;01;RECLAMACIONES TRAMITADAS EN UN PLAZO MÁXIMO DE DOS MESES DESDE EL INICIO DEL EXPEDIENTE EN LA OMIC;PORCENTAJE;90
001220;49300;03;02;RECLAMACIONES TRAMITADAS EN UN MAXIMO DE 6 MESES;PORCENTAJE;100
001220;91220;01;01;ACTIVIDADES CONCEJALIA QUE HAN SUPUESTO UN GASTO DE ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;NÚMERO;5
001220;91220;02;01;REUNIONES, CONFERENCIAS Y CURSOS;NÚMERO;2
001220;91220;03;01;GASTOS DE VIAJE DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;NÚMERO;3
001220;92001;01;01;CONTRATOS TRAMITADOS;NÚMERO;90
001220;92001;01;02;CONTRATOS TRAMITADOS POR PROCEDIMIENTO ABIERTO;NÚMERO;10
001220;92001;01;03;CONTRATOS TRAMITADOS POR PROCEDIMIENTO SIMPLIFICADO;NÚMERO;3
001220;92001;01;04;CONTRATOS MENORES TRAMITADOS;NÚMERO;20
001220;92001;01;05;CONTRATOS ADQUISICION POR COMPRA CENTRALIZADA;NÚMERO;10
001220;92001;01;06;ACUERDOS MARCO TRAMITADOS;NÚMERO;3
001220;92001;01;07;CONTRATOS DERIVADOS DE ACUERDOS MARCO;NÚMERO;44
001220;92001;01;08;TIEMPO MEDIO TRAMITACIÓN DE CONTRATOS PROCEDIMIENTO ABIERTO;DÍAS;220
001220;92001;01;09;TIEMPO MEDIO TRAMITACIÓN DE CONTRATOS PROCEDIMIENTO SIMPLIFICADO;DÍAS;120
001220;92001;01;10;TIEMPO MEDIO TRAMITACIÓN DE CONTRATOS MENORES;DÍAS;30
001220;92001;01;11;TIEMPO MEDIO TRAMITACIÓN DE CONTRATOS DERIVADOS;DÍAS;50
001220;92001;01;12;CONTRATOS CON CLAUSULAS SOCIALES DE IGUALDAD;NÚMERO;10
001220;92001;02;01;LIQUIDACIONES EMITIDAS;NÚMERO;2500
001220;92001;02;02;DOCUMENTOS CONTABLES REALIZADOS;NÚMERO;3500
001220;92001;03;07;REUNIONES DEL CONSEJO Y JUNTA DE SEGURIDAD;NÚMERO;2
001220;92001;03;06;PROPUESTAS ELEVADAS AL PLENO DE LA JMD POR CONSEJO DE PROXIMIDAD;NÚMERO;5
001220;92001;03;05;PROPUESTAS ELEVADAS AL PLENO DEL AYUNTAMIENTO;NÚMERO;3
001220;92001;03;04;PROPUESTAS Y PROPOSICIONES DE ACUERDO ELEVADAS A JUNTA DE DISTRITO;NÚMERO;65
001220;92001;03;03;PROPUESTAS DE RESOLUCIÓN ELEVADAS A COORDINADOR;NÚMERO;1500
001220;92001;03;02;PROPUESTAS DE DECRETO ELEVADAS A CONCEJAL;NÚMERO;3000
001220;92001;03;01;PROPUESTAS DE ACUERDO ELEVADAS A JUNTA DE GOBIERNO;NÚMERO;7
001220;92001;04;01;COMUNICACIONES PREVIAS PRESENTADAS;NÚMERO;290
001220;92001;04;02;COMUNICACIONES PREVIAS RESUELTAS;NÚMERO;144
001220;92001;04;09;AUTORIZACIONES DE OCUPACIÓN DEL DOMINIO PÚBL. SOLICITADAS;NÚMERO;542
001220;92001;04;08;LICENCIAS URBANÍSTICAS SOLICITADAS;NÚMERO;128
001220;92001;04;07;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO COMÚN RESUELTAS;NÚMERO;32
001220;92001;04;06;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO ABREV. RESUELTAS LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO COMÚN SOLICIT.;NÚMERO;45
001220;92001;04;05;LICENCIAS URBANÍSTICAS SOLICITADAS;NÚMERO;109
001220;92001;04;04;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO ABREV. RESUELTAS;NÚMERO;56
001220;92001;04;03;LICENCIAS URBANÍSTICAS POR PROC. ORDINARIO ABREVIADO SOLICIT;NÚMERO;83
001220;92001;05;01;INSPECCIONES URBANÍSTICAS REALIZADAS;NÚMERO;584
001220;92001;05;02;REL. INSPEC. URB. OFICIO/INSP. A SOLICITUD CIUDADANA;PORCENTAJE;11
001220;92001;05;03;EXPEDIENTES SANCIONADORES RESUELTOS;NÚMERO;160
001220;92001;05;04;EXPEDIENTES DISCIPLINA URBANÍSTICA INICIADOS;NÚMERO;410
001220;92001;06;01;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DISTRITO;NÚMERO;400
001220;92001;06;02;SUGERENCIAS Y RECLAMACIONES RELATIVAS AL DTO CONTESTADAS;NÚMERO;400
001220;92001;06;03;TIEMPO MEDIO DE RESPUESTA A SUGERENCIAS Y RECLAMACIONES;DÍAS;15
001220;92001;06;04;ÍNDICE CONTEST SUG Y RECLA RELAT DISTRITO EN 15 DÍAS;PORCENTAJE;70
001220;92001;06;05;ÍNDICE CONTEST SUG Y RECLA RELAT DISTRITO EN 3 MESES MÁX;PORCENTAJE;100
001220;92401;01;09;SOLICITUD INCLUSIÓN PROPOSICIONES COM. PERM. EN PLENO;NÚMERO;8
001220;92401;01;08;COORDINADORAS DE MESAS Y GT;NÚMERO;11
001220;92401;01;01;REUNIONES DEL PLENO DEL FORO LOCAL;NÚMERO;3
001220;92401;01;02;ASISTENCIA MEDIA VECINOS A SESIONES PLENARIAS FORO LOCAL;RATIO;15
001220;92401;01;03;ASISTENCIA MEDIA VECINAS A SESIONES PLENARIAS FORO LOCAL;RATIO;20
001220;92401;01;04;REUNIONES DE COMISIÓN PERMANENTE DEL FORO LOCAL;NÚMERO;9
001220;92401;01;05;ASIST. MEDIA COORDINADORES COMIS. PERM. FORO LOCAL;RATIO;4
001220;92401;01;06;ASIST. MEDIA COORDINADORAS COMIS. PERM. FORO LOCAL;RATIO;8
001220;92401;01;07;COORDINADORES DE MESAS Y GT;NÚMERO;5
001220;92401;02;05;ASOCIACIONES Y ENTIDADES SUBVENCIONADAS;NÚMERO;14
001220;92401;02;04;SUBVENCIONES CONCEDIDAS/SUBVENCIONES SOLICITADAS;PORCENTAJE;93
001220;92401;02;03;SUBVENCIONES CONCEDIDAS ASOC. DECLARADAS UTILIDAD PÚBLICA;NÚMERO;14
001220;92401;02;02;SUBVENCIONES SOLICITADAS ASOC. DECLARADAS UTILIDAD PÚBLICA;NÚMERO;15
001220;92401;02;01;ASOC. INSCRITAS REGISTRO ENT.CIUDAD. CON DOMICILIO EN EL DISTRITO;NÚMERO;147
001220;93302;01;03;SUPERF. LIBRE EDIF. MANTENIMIENTO CARGO DEL DISTRITO;M2;26529
001220;93302;01;02;SUPERF. CONSTRUIDA EDIF. MANTENIMIENTO CARGO DISTRITO;M2;69655
001220;93302;01;01;EDIFICIOS CON MANTENIMIENTO A CARGO DEL DISTRITO;NÚMERO;21
001220;93302;01;04;INSTALACIONES ELEVACIÓN Y ELECTROMECÁNICAS MTO. CARGO DTO;NÚMERO;33
001220;93302;02;06;INCIDENCIA OBRAS ADAPTACIÓN NORMATIVA DE INCENDIO;PORCENTAJE;9
001220;93302;02;05;EDIF. MUNICIPALES DONDE REALIZAN OBRAS ADAPTACIÓN NORMAT.;NÚMERO;2
001220;93302;02;04;EDIF. MUNICIPALES ADAPTADOS TOTALMENTE NORMAT. INCENDIOS;PORCENTAJE;78
001220;93302;02;03;EDIF. MUNICIPALES ADAPTADOS PARCIALMENTE NORMAT. INCENDIO;PORCENTAJE;22
001220;93302;02;02;SUPERF. EDIF. REFORMAR SOBRE TOTAL MANTENIM. CARGO DTO;PORCENTAJE;40
001220;93302;02;01;EDIF. PLANES AUTOPR. IMPLANTADOS SOBRE TOTAL EDIFICIOS;PORCENTAJE;97
001221;15322;01;01;INTERVENCIONES A REALIZAR POR ACONTECIMIENTOS A CELEBRAR;NÚMERO;2
001221;23102;01;27;ACTIVIDADES COEDUCATIVAS EN VALORES DE IGUALDAD;NÚMERO;12
001221;23102;01;26;MUJERES BENEFICIARIAS AYUDAS ECONÓMICAS COMEDOR ESCOLAR;NÚMERO;51
001221;23102;01;25;HOMBRES BENEFICIARIOS AYUDAS ECONÓMICAS COMEDOR ESCOLAR;NÚMERO;19
001221;23102;01;24;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA COMEDOR ESCOLAR;NÚMERO;70
001221;23102;01;23;MUJERES BENEFICIARIAS AYUDAS ECONÓMICAS ESCUELAS INFANTILES;NÚMERO;12
001221;23102;01;22;HOMBRES BENEFICIARIOS AYUDAS ECONÓMICAS ESCUELAS INFANTILES;NÚMERO;8
001221;23102;01;21;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA ESCUELAS INFANTILES;NÚMERO;20
001221;23102;01;20;MUJERES BENEFICIARIAS AYUDAS ECONÓMICAS NECESID.BÁSICAS;NÚMERO;800
001221;23102;01;19;HOMBRES BENEFICIARIOS AYUDAS ECONÓMICAS NECESID.BÁSICAS;NÚMERO;700
001221;23102;01;18;BENEFICIARIOS DE AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;1500
001221;23102;01;17;PADRES PARTICIPANTES DE LA ESCUELA DE PADRES;NÚMERO;4
001221;23102;01;16;MADRES PARTICIPANTES DE LA ESCUELA DE PADRES;NÚMERO;14
001221;23102;01;15;PARTICIPANTES DE LA ESCUELA DE PADRES;NÚMERO;18
001221;23102;01;14;HORAS DE ESCUELA DE PADRES Y MADRES;HORAS;30
001221;23102;01;13;ESCUELA DE PADRES Y MADRES;NÚMERO;2
001221;23102;01;31;HOMBRES EMPLEADOS PUESTOS COORD. Y/O DIRECC. EMPRESAS ADJUD. INTER. SOCIOEDUC;NÚMERO;1
001221;23102;01;30;HOMBRES EMPLEADOS EMPRESA ADJUDIC. CONTRATO INTERVENCIÓN SOCIOEDUCATIVA;NÚMERO;2
001221;23102;01;29;MUJERES EMPLEADAS EMPRESA ADJUDIC. CONTRATO INTERVENCIÓN SOCIOEDUCATIVA;NÚMERO;2
001221;23102;01;28;INDICE DE FEMINIDAD USUARIOS AYUDA DOMICILIO PARA MENORES Y FAMILIA;PORCENTAJE;100
001221;23102;01;01;MENORES ATENDIDOS EN LUDOTECAS;NÚMERO;60
001221;23102;01;02;NIÑAS MENORES ATENDIDAS EN LUDOTECAS;NÚMERO;40
001221;23102;01;03;NIÑOS MENORES ATENDIDOS EN LUDOTECAS;NÚMERO;20
001221;23102;01;04;HORAS DE ATENCIÓN EN LUDOTECAS;HORAS;550
001221;23102;01;05;MENORES ATENDIDOS EN CENTROS DE DÍA;NÚMERO;45
001221;23102;01;06;NIÑAS MENORES ATENDIDAS EN CENTROS DE DIA;NÚMERO;20
001221;23102;01;07;NIÑOS MENORES ATENDIDOS EN CENTROS DE DIA;NÚMERO;25
001221;23102;01;08;MENORES ATENDIDOS EN CAMPAMENTOS SERVICIOS SOCIALES;NÚMERO;330
001221;23102;01;09;NIÑOS ATENDIDOS EN CAMPAMENTOS SERVICIOS SOCIALES;NÚMERO;200
001221;23102;01;10;NIÑAS ATENDIDAS EN CAMPAMENTOS SERVICIOS SOCIALES;NÚMERO;130
001221;23102;01;11;USUARIOS DE AYUDA A DOMICILIO PARA MENORES Y FAMILIA;NÚMERO;35
001221;23102;01;12;MEDIA HORAS FAMILIA MENSUALES DE AYUDA A DOMICILIO;HORAS;25
001221;23102;02;04;FAMILIAS DERIVADAS AL SERVICIO DE APOYO A LOS ACOGIMIENTOS;NÚMERO;2
001221;23102;02;05;FAMILIAS DERIVADAS SERV. APOYO RESIDENCIAL Y SOCIAL A MENORES;NÚMERO;3
001221;23102;02;06;MENORES ATENDIDOS PROG. APOYO EMPLEO RIESGO EXCLUSIÓN SOCIAL;NÚMERO;17
001221;23102;02;07;CHICOS MENORES ATENDIDOS PROG. APOYO EMPLEO RIESGO EXCLUSION SOCIAL;NÚMERO;10
001221;23102;02;08;CHICAS MENORES ATENDIDAS PROG. APOYO EMPLEO RIESGO EXCLUSIÓN SOCIAL;NÚMERO;7
001221;23102;02;09;ADOLESCENTES ATENDIDOS PROG.APOYO Y SEGUIMIENTO SOCIOEDUC.;NÚMERO;18
001221;23102;02;10;CHICOS ADOLESCENTES ATENDIDOS PROG. APOYO Y SEGUIMIENTO SOCIOEDUCATIVO;NÚMERO;10
001221;23102;02;11;CHICAS ADOLESCENTES ATENDIDAS PROG. APOYO Y SEGUIMIENTO SOCIOEDUCATIVO.;NÚMERO;8
001221;23102;02;12;MENORES ABSENTISTAS EN SEGUIMIENTO;NÚMERO;35
001221;23102;02;13;CHICOS MENORES ABSENTISTAS EN SEGUIMIENTO;NÚMERO;18
001221;23102;02;14;CHICAS MENORES ABSENTISTAS EN SEGUIMIENTO;NÚMERO;17
001221;23102;02;03;REUNIONES EQUIPOS TÉCNICOS DE MENORES Y FAMILIA;HORAS;85
001221;23102;02;02;MENORES VALORADOS EN EQUIPOS DE TRABAJO DE MENORES Y FAMILIA;NÚMERO;120
001221;23102;02;01;FAMILIAS DERIVADAS A CENTROS DE ATENCIÓN A LA INFANCIA;NÚMERO;15
001221;23102;03;01;CHICOS MENORES ATENDIDOS EN LUDOTECAS;NÚMERO;30
001221;23102;03;02;CHICAS MENORES ATENDIDAS EN LUDOTECAS;NÚMERO;30
001221;23102;03;03;CHICOS ADOLESCENTES ATENDIDOS EN GRUPOS DE APOYO ESCOLAR;NÚMERO;20
001221;23102;03;04;CHICAS ADOLESCENTES ATENDIDOS EN GRUPOS DE APOYO ESCOLAR;NÚMERO;20
001221;23102;03;05;CHICOS PARTICIPANTES EN ACTIVIDADES COMUNITARIAS;NÚMERO;130
001221;23102;03;06;CHICAS PARTICIPANTES EN ACTIVIDADES COMUNITARIAS;NÚMERO;220
001221;23102;03;07;FAMILIAS MONOMARENTALES ATENDIDAS;NÚMERO;75
001221;23103;01;01;PERSONAS MAYORES USUARIAS DEL SERVICIO DE AYUDA A DOMICILIO;NÚMERO;450
001221;23103;01;02;ÍNDICE DE ATENCIÓN DOMICILIARIA A MAYORES DE 80 AÑOS.;PORCENTAJE;18
001221;23103;01;03;SOLIC. PREST. SERVICIO AYUDA A DOMICILIO PARA PERSONAS MAYORES;NÚMERO;150
001221;23103;01;04;HORAS MENSUALES AYUDA DOMICILIO PARA MAYORES POR DOMICILIO;HORAS;18
001221;23103;01;05;PERSONAS MAYORES USUARIAS SERVICIO DE COMIDA A DOMICILIO;NÚMERO;30
001221;23103;01;06;VARONES MAYORES USUARIOS SERVICIO COMIDA A DOMICILIO;HOMBRES;12
001221;23103;01;07;MUJERES MAYORES USUARIAS SERVICIO COMIDA A DOMICILIO;MUJERES;18
001221;23103;01;08;PERSONAS MAYORES USUARIAS DEL SERVICIO DE TELEASISTENCIA;NÚMERO;1260
001221;23103;01;09;BENEFICIARIOS AYUDAS ECONÓMICAS PARA NECESIDADES BÁSICAS;NÚMERO;2
001221;23103;01;10;BENEFICIARIOS DE AYUDAS PARA ADAPTACIONES GERIÁTRICAS;NÚMERO;2
001221;23103;01;11;AYUDAS TÉCNICAS PARA LA MOVILIDAD;NÚMERO;18
001221;23103;01;12;BENEFICIARIOS VARONES AYUDAS TÉCNICAS PARA LA MOVILIDAD;HOMBRES;4
001221;23103;01;13;BENEFICIARIAS MUJERES AYUDAS TÉCNICAS PARA LA MOVILIDAD;MUJERES;14
001221;23103;01;14;PERSONAS MAYORES USUARIAS SERVICIO S.A.D. HOMBRES;NÚMERO;113
001221;23103;01;15;PERSONAS MAYORES USUARIAS SERVICIO S.A.D. MUJERES;NÚMERO;337
001221;23103;01;16;SOLICITUDES PREST. SERVICIO AYUDA DOMICILIO MAYORES HOMBRES;NÚMERO;38
001221;23103;01;17;SOLICITUDES PREST. SERVICIO AYUDA DOMICILIO MAYORES MUJERES;NÚMERO;112
001221;23103;01;18; PERSONAS MAYORES USUARIAS DEL SERV. DE TELEASISTENCIA HOMBRES;NÚMERO;378
001221;23103;01;19;PERSONAS MAYORES USUARIAS DEL SERV. DE TELEASISTENCIA MUJERES;NÚMERO;882
001221;23103;01;20;MUJERES  MAYORES USUARIAS DEL SERVICIO DE AYUDA A DOMICILIO;PORCENTAJE;75
001221;23103;01;21;HOMBRES MAYORES USUARIOS DEL SERVICIO DE AYUDA A DOMICILIO;PORCENTAJE;25
001221;23103;01;22; PERSONAS ATENDIDAS EN TERAPIA OCUPACIONAL (DOMICILIO);NÚMERO;11
001221;23103;01;23;HOMBRES MAYORES ATENDIDOS EN DOMICILIO EN EL PROYECTO DE TERAPIA OCUPACIONAL;NÚMERO;5
001221;23103;01;24;MUJERES MAYORES ATENDIDAS EN EL DOMICILIO EN EL PROYECTO DE TERAPIA OCUPACIONAL;NÚMERO;6
001221;23103;01;25;PERSONAS ATENDIDAS EN FISIOTERAPIA OCUPACIONAL (DOMICILIOS);NÚMERO;10
001221;23103;01;26;HOMBRES MAYORES ATENDIDOS EN DOMICILIO EN EL PROYECTO FISIOTERAPIA OCUP.;NÚMERO;4
001221;23103;01;27;MUJERES MAYORES ATENDIDAS EN DOMICILIO EN EL PROYECTO FISIOTERAPIA OCUP.;NÚMERO;6
001221;23103;01;28;PERSONAS ATENDIDAS EN TERAPIA OCUPACIONAL (GRUPOS);NÚMERO;57
001221;23103;01;29;HOMBRES MAYORES GRUPOS TERAPIA OCUPACIONAL;NÚMERO;12
001221;23103;01;30;MUJERES MAYORES GRUPOS TERAPIA OCUPACIONAL;NÚMERO;45
001221;23103;01;31;PERSONAS ATENDIDAS EN FISIOTERAPIA OCUPACIONAL (GRUPOS);NÚMERO;24
001221;23103;01;32;HOMBRES MAYORES GRUPO DE FISIOTERAPIA OCUPACIONAL;NÚMERO;10
001221;23103;01;33;MUJERES MAYORES GRUPO DE FISIOTERAPIA OCUPACIONAL;NÚMERO;14
001221;23103;01;34;MUJERES INDICE DE DISTRIBUCIÓN (% DE UN SEXO FRENTE A OTRO);PORCENTAJE;75
001221;23103;01;35;HOMBRES INDICE DE DISTRIBUCIÓN (% DE UN SEXO FRENTE A OTRO);PORCENTAJE;25
001221;23103;02;01;CENTROS DE MAYORES DEL DISTRITO;NÚMERO;3
001221;23103;02;02;SOCIOS DE LOS CENTROS DE MAYORES;NÚMERO;5168
001221;23103;02;03;GRADO DE UTILIZACIÓN DE LOS CENTROS DE MAYORES;PORCENTAJE;63
001221;23103;02;04;TALLERES DE ACTIVIDADES REALIZADOS  (HORAS);HORAS;3213
001221;23103;02;05;PARTICIPANTES EN TALLERES;NÚMERO;622
001221;23103;02;06;EXCURSIONES Y VISITAS SOCIO-CULTURALES REALIZADAS;NÚMERO;24
001221;23103;02;07;PARTICIPANTES EN EXCURSIONES Y VISITAS SOCIO-CULTURALES;NÚMERO;416
001221;23103;02;08;BENEFICIARIOS DE AYUDAS PARA COMEDOR EN CENTRO MAYORES;NÚMERO;25
001221;23103;02;09;COMIDAS SERVIDAS EN COMEDORES DE LOS CENTROS DE MAYORES;NÚMERO;4000
001221;23103;02;10;VOLUNTARIOS EN LOS CENTROS DE MAYORES (HOMBRES Y MUJERES);NÚMERO;45
001221;23103;02;11;SOCIOS DE LOS CENTROS DE MAYORES;HOMBRES;2064
001221;23103;02;12;SOCIOS DE LOS CENTROS DE MAYORES;MUJERES;3104
001221;23103;02;13;PARTICIPANTES EXCURSIONES, VISITAS SOCIO-CULTURALES;HOMBRES;160
001221;23103;02;14;PARTICIPANTES EXCURSIONES, VISITAS SOCIO-CULTURALES;MUJERES;256
001221;23103;02;15;VOLUNTARIOS EN LOS CENTROS DE MAYORES;HOMBRES;19
001221;23103;02;16;VOLUNTARIAS EN LOS CENTROS DE MAYORES;MUJERES;26
001221;23103;02;17;HOMBRES SOCIOS CENTROS MAYORES (INDICE DISTRIBUCIÓN);PORCENTAJE;40
001221;23103;02;18;MUJERES SOCIAS CENTROS MAYORES (INDICE DISTRIBUCIÓN;PORCENTAJE;60
001221;23103;02;19;MUJERES EMPLEADAS CONTRATO ADJ. CONTRATO ANIMACIÓN SOCIOCULTURAL CENTROS MUNIC. MAYORES;NÚMERO;7
001221;23103;02;20;HOMBRES EMPLEADOS CONTRATO ADJ. CONTRATO ANIMACIÓN SOCIOCULTURAL CENTROS MUNIC. MAYORES;NÚMERO;1
001221;23103;02;21;MUJERES EMPLEADAS COORD. Y/O DIREC. EMPRESA ADJUD. CONTRATO ANIMACIÓN SOCIOCULTRUAL C, MUNICIPALES MAYORES;NÚMERO;2
001221;23103;02;22;PORCENTAJE MUJERES SOCIOS SOBRE TOTAL SOCIOS;PORCENTAJE;60
001221;23103;03;01;PARTICIPANTES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';NÚMERO;9
001221;23103;03;02;SESIONES GRUPALES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';HORAS;15
001221;23103;03;03;USUARIOS DEL PROGRAMA 'RESPIRO FAMILIAR' LOS FINES DE SEMANA;NÚMERO;5
001221;23103;03;04;MAYORES CON APOYO PSICOLÓGICO;NÚMERO;80
001221;23103;03;05;HOMBRES PARTICIPANTES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';NÚMERO;2
001221;23103;03;06;MUJERES PARTICIPANTES DE LOS GRUPOS 'CUIDANDO AL CUIDADOR';NÚMERO;7
001221;23103;03;07;HOMBRES MAYORES CON APOYO PSICOLÓGICO;NÚMERO;25
001221;23103;03;08;MUJERES MAYORES CON APOYO PSICOLÓGICO;NÚMERO;55
001221;23103;03;09;INDICE  FEMINIDAD  'CUIDANDO AL CUIDADOR'  (MUJ/HOM) X 100;PORCENTAJE;350
001221;23103;04;06;USUARIOS CENTRO DÍA CON DET. FUNCIONAL O FÍSICO;HOMBRES;15
001221;23103;04;05;USUARIAS CENTRO DÍA CON DET. FUNCIONAL O FÍSICO;MUJERES;30
001221;23103;04;04;USUARIOS HOMBRES PLAZAS CENTROS DE ALZHEIMER O DET. COG.;NÚMERO;22
001221;23103;04;03;USUARIAS MUJERES  PLAZAS CENTROS DE ALZHEIMER O DET. COG.;NÚMERO;58
001221;23103;04;02;USUARIOS CENTRO DÍA CON DETERIORO FUNCIONAL O FÍSICO;NÚMERO;45
001221;23103;04;01;USUARIOS PLAZAS CENTROS DE ALZHEIMER O DETERIORO COGNITIVO;NÚMERO;80
001221;23103;05;01;PLAZAS SOLICITADAS EN PISOS TUTELADOS;NÚMERO;2
001221;23103;05;02;PLAZAS SOLICITADAS PARA RESIDENCIAS PÚBLICAS DE LA COMUNIDAD;NÚMERO;5
001221;23103;05;03;BENEFICIARIOS AYUDAS ECONÓMICAS ALOJAMIENTOS ALTERNATIVOS;NÚMERO;1
001221;23103;06;01;ACCIONES REALIZADAS A FAVOR DEL EMPODERAMIENTO DE LAS MUJERES;NÚMERO;18
001221;23103;06;02;PARTICIPANTES EN ACCIONES QUE CONTRIBUYAN AL EMPODERAMIENTO DE LAS MUJERES;NÚMERO;900
001221;23103;06;03;ACCIONES REALIZADAS PARA APOYAR LA INCORPORACIÓN DE MUJERES A LAS JUNTAS DIRECTIVAS DE LOS CENTROS DE MAYORES;NÚMERO;4
001221;23103;06;04;MUJERES MIEMBROS EN LAS JUNTAS DIRECTIVAS DE LOS CENTROS DE MAYORES;NÚMERO;4
001221;23103;06;05;HOMBRES MIEMBROS EN LAS JUNTAS DIRECTIVAS DE LOS CENTROS DE MAYORES;NÚMERO;8
001221;23103;07;01;ACCIONES REALIZADAS DE SENSIBILIZACIÓN AISLAMIENTO SOCIAL DE PERSONAS MAYORES;NÚMERO;10
