CeGe;Prog. Finan.;Objetivo;Hipertexto Objetivo;
001220;23103;04;ATENDER A LAS PERSONAS MAYORES DEL DISTRITO CON DEMENCIA O CON DETERIORO FUNCIONAL, RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DÍA MUNICIPALES.;
001220;23103;05;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE SOLICITUDES PARA ALOJAMIENTOS ALTERNATIVOS.;
001220;23103;06;GARANTIZAR EL DERECHO A LA VALORACIÓN DE SITUACIÓN DE DEPENDENCIA A LAS PERSONAS MAYORES, PARA QUE PUEDAN ACCEDER A LOS RECURSOS Y PRESTACIONES CORRESPONDIENTES;
001220;23103;07;PREVENIR E INTERVENIR EN SITUACIONES DE AISLAMIENTO SOCIAL DE LAS PERSONAS MAYORES DEL DISTRITO;
001220;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL DE LA CIUDADANÍA EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;
001220;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS Y SUS FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS.;
001220;23106;03;APOYAR E INTERVENIR ANTE SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIAL;
001220;23106;04;ACERCAR A LA CIUDADANIA A UN RECURSO DE ALOJAMIENTO ASEQUIBLE A TRAVÉS DE LAS VIVIENDAS SOCIALES;
001220;23106;05;PREVENIR  LA EXCLUSIÓN SOCIAL A  PERSONAS EN SITUACIÓN DE VULNERABILIDAD CON ACCIONES Y PROYECTOS PREVENTIVOS Y  REHABILITADORES;
001220;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas.;
001220;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS;
001220;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS  ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS);
001220;31101;03;MEJORAR EL CONTROL  EN MATERIA DE SANIDAD Y PROTECCIÓN  ANIMAL;
001220;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA;
001220;32301;01;FACILITAR EL ACCESO AL SISTEMA EDUCATIVO A LOS/LAS MENORES DE TRES AÑOS MEDIANTE LAS ESCUELAS INFANTILES DE TITULARIDAD MUNICIPAL;
001220;32301;02;MEJORAR LA CALIDAD DE LOS CENTROS EDUCATIVOS MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LOS MISMOS;
001220;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO MEDIANTE ACTIVIDADES EDUCATIVAS;
001220;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA ORGANIZACIÓN DE REPRESENTACIONES CULTURALES.;
001220;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES DE LAS VECINAS Y VECINOS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE ACTIVIDADES CULTURALES SOCIOCULTURALES Y RECREATIVAS.;
001220;33401;03;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS POPULARES.;
001220;34101;01;FOMENTAR Y FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y DEMANDAS DE LAS VECINAS Y LOS VECINOS DEL DISTRITO.;
001220;34101;02;PROMOCIONAR LOS DEPORTES DE COMPETICIÓN ENTRE LAS VECINAS Y LOS VECINOS DEL DISTRITO MEDIANTE LA ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVAS.;
001220;34201;01;PONER A DISPOSICIÓN DE LA CIUDADANÍA UNA DIVERSIDAD DE INSTALACIONES DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES.;
001220;34201;02;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001220;49300;01;EFECTUAR LABORES DE INSPECCIÓN Y CONTROL DE LOS ESTABLECIMIENTOS COMERCIALES PARA FOMENTAR UN COMERCIO DE CALIDAD Y LA SEGURIDAD DE LOS BIENES Y SERVICIOS;
001220;49300;02;GARANTIZAR LOS DERECHOS DE LAS PERSONAS CONSUMIDORAS MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICIPAL DE INFORMACIÓN  AL CONSUMIDOR (OMIC).;
001220;49300;03;REFORZAR LA CALIDAD DE LOS SERVICIOS MUNICIPALES DE CONSUMO;
001220;91220;01;ACTIVIDADES CONCEJALÍA QUE HAN SUPUESTO UN GASTO DE ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;
001220;91220;02;REUNIONES CONFERENCIAS Y CURSOS;
001220;91220;03;GASTOS DE VIAJE DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;
001220;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DE LA JUNTA MUNICIPAL, APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DE LA MISMA MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001220;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO;
001220;92001;03;AGILIZAR Y MEJORAR LA ASISTENCIA JURÍDICA Y TÉCNICA, TANTO A LOS ÓRGANOS UNIPERSONALES Y COLEGIADOS DEL DISTRITO COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DE ÉL, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN;
001220;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE CONCESIÓN DE LICENCIAS URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL;
001220;92001;05;AUMENTAR EL CONTROL DE LA LEGALIDAD VIGENTE EN MATERIA DE COMPETENCIA DE LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;
001220;92001;06;FACILITAR AL CIUDADANO/A SU RELACIÓN CON LA ADMINISTRACIÓN MEDIANTE LA INFORMACIÓN Y LA ATENCIÓN;
001220;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS Y VECINAS DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO DE MADRID.;
001220;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO.;
001220;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;
001220;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS Y USUARIOS DE LOS EDIFICIOS PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MEDIANTE LAS CORRESPONDIENTES OBRAS DE REFORMA.;
001221;15322;01;GESTIONAR EFICAZMENTE LAS ACTUACIONES MUNICIPALES EN LAS VÍAS PÚBLICAS QUE HAN SIDO DELEGADAS EN LOS DISTRITOS.;
001221;23102;01;APOYAR A LAS FAMILIAS DEL DISTRITO EN LA CRIANZA Y EDUCACIÓN DE SUS HIJOS E HIJAS  MEDIANTE PRESTACIONES DE CARÁCTER SOCIAL Y EDUCATIVO QUE PROMUEVAN EL DESARROLLO INTEGRAL DE LOS MENORES Y FAVOREZCAN LA CONCILIACIÓN DE LA VIDA PERSONAL, FAMILIAR Y LABORAL.;
001221;23102;02;ATENDER A FAMILIAS Y MENORES EN SITUACIÓN DE RIESGO SOCIAL MEDIANTE PROGRAMAS DE INTERVENCIÓN PSICOSOCIAL.;
001221;23102;03;ATENDER LAS NECESIDADES DE LA POBLACIÓN INFANTIL Y JUVENIL EN SITUACIÓN DE VULNERABILIDAD SOCIAL DE LA ZONA DEL ENSANCHE DE BARAJAS.;
001221;23103;01;GARANTIZAR LA ATENCIÓN DE LAS NECESIDADES DE LA POBLACIÓN MAYOR DEL DISTRITO EN SU PROPIO ENTORNO SOCIAL.;
001221;23103;02;POTENCIAR LA PARTICIPACIÓN DE LAS PERSONAS MAYORES EN LA VIDA SOCIAL Y PREVENIR SU DETERIORO FÍSICO-PSÍQUICO MEDIANTE LA REALIZACIÓN DE ACTIVIDADES DE OCIO Y UTILIZACIÓN DEL TIEMPO LIBRE SALUDABLE.;
001221;23103;03;APOYO A LAS FAMILIAS CUIDADORAS PARA PREVENIR SITUACIONES DE RIESGO PARA LOS/AS MAYORES.;
001221;23103;04;ATENDER A LOS/AS MAYORES DEL DISTRITO CON DEMENCIA O CON DETERIORO FUNCIONAL, RELACIONAL O COGNITIVO MEDIANTE LA UTILIZACIÓN DE LOS CENTROS DE DÍA MUNICIPALES.;
001221;23103;05;FAVORECER ALTERNATIVAS DE CONVIVENCIA PARA LAS PERSONAS QUE NO PUEDEN PERMANECER EN SU DOMICILIO MEDIANTE LA GESTIÓN DE SOLICITUDES PARA ALOJAMIENTOS ALTERNATIVOS.;
001221;23103;06;CONTRIBUIR AL EMPODERAMIENTO DE LA POBLACIÓN MAYOR FEMENINA.;
001221;23103;07;FAVORECER LA DETECCIÓN, ATENCIÓN Y SEGUIMIENTO DE PERSONAS MAYORES DE 65 AÑOS EN SITUACIÓN DE AISLAMIENTO SOCIAL.;
001221;23106;01;GARANTIZAR LA ATENCIÓN SOCIAL A LA CIUDADANÍA EN EL SISTEMA PÚBLICO DE SERVICIOS SOCIALES.;
001221;23106;02;APOYAR LA INTEGRACIÓN SOCIAL DE LAS PERSONAS DISCAPACITADAS Y SUS FAMILIARES PROPORCIONÁNDOLES LOS RECURSOS Y PRESTACIONES NECESARIAS.;
001221;23106;03;PREVENIR SITUACIONES DE EXCLUSIÓN SOCIAL EXTREMA MEDIANTE PRESTACIONES ECONÓMICAS Y PROYECTOS DE INSERCIÓN SOCIOLABORAL.;
001221;23106;04;FAVORECER LA CONVIVENCIA Y LA PREVENCIÓN DE CONFLICTOS ENTRE LAS DIFERENTES COMUNIDADES VECINALES DEL DISTRITO, POTENCIANDO LA LABOR DEL VOLUNTARIADO.;
001221;23106;05;MEJORAR LA AUTONOMÍA PERSONAL DE LA POBLACIÓN DEL DISTRITO CON PROBLEMAS DE SALUD MENTAL PARA PREVENIR Y/O CONTENER EL RIESGO DE AISLAMIENTO SOCIAL, ESTIGMA, POBREZA, ETC.;
001221;23168;01;Atender las necesidades básicas de familias en situación de vulnerabilidad, para su inclusión social y acceso al mercado de trabajo, mediante la gestión de prestaciones económicas.;
001221;31101;01;MEJORAR LA SEGURIDAD ALIMENTARIA EN EL DISTRITO MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS ASÍ COMO EL CONTROL OFICIAL DE ALIMENTOS DE MANERA QUE SE GARANTICEN LAS CONDICIONES HIGIÉNICO-SANITARIAS EN LOS ESTABLECIMIENTOS DONDE SE ELABORAN, CONSUMEN O VENDEN COMIDAS Y BEBIDAS.;
001221;31101;02;MEJORAR EL CONTROL DE LAS CONDICIONES TÉCNICAS E HIGIÉNICO-SANITARIAS DE LOS ESTABLECIMIENTOS CON INCIDENCIA DIRECTA SOBRE LA SALUD PÚBLICA (PELUQUERÍAS, ESTABLECIMIENTOS DE PIERCING Y TATUAJE, CENTROS DE CUIDADO Y RECREO INFANTIL, PISCINAS).;
001221;31101;03;MEJORAR EL CONTROL EN MATERIA DE SANIDAD Y PROTECCIÓN ANIMAL.;
001221;31101;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE SALUD PÚBLICA.;
001221;32301;01;GARANTIZAR LAS CONDICIONES DE USO DE LOS CENTROS EDUCATIVOS MEDIANTE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA, MANTENIMIENTO, CONSERVACIÓN Y REFORMA DE LOS MISMOS.;
001221;32301;02;GESTIÓN DE LAS ESCUELAS INFANTILES DE TITULARIDAD DEL AYUNTAMIENTO DE MADRID;
001221;32301;03;INFORMAR, ORIENTAR Y ASESORAR A LA COMUNIDAD EDUCATIVA DEL DISTRITO.;
001221;32301;04;GARANTIZAR Y SUPERVISAR EL ACCESO A CENTROS EDUCATIVOS MEDIANTE LA REPRESENTACIÓN MUNICIPAL EN COMISIONES ESCOLARIZACIÓN DISTRITO.;
001221;32601;01;FOMENTAR EL DESARROLLO INTEGRAL DE LA POBLACIÓN ESCOLAR DEL DISTRITO MEDIANTE ACTIVIDADES EDUCATIVAS.;
001221;32601;02;FOMENTAR LA FORMACIÓN DE ADULTOS/AS EN EL DISTRITO.;
001221;32601;03;ANALIZAR Y PROFUNDIZAR EN LAS NECESIDADES EDUCATIVAS DEL DISTRITO.;
001221;32601;04;PROMOVER LA PARTICIPACIÓN Y EL DESARROLLO DE LA CREATIVIDAD MEDIANTE EL FOMENTO DE ACTIVIDADES ARTÍSTICAS Y LA REALIZACIÓN DE CERTÁMENES Y CONCURSOS ESCOLARES.;
001221;33401;01;FOMENTAR Y PROMOCIONAR LA CULTURA EN EL DISTRITO MEDIANTE LA ORGANIZACIÓN DE ACTIVIDADES CULTURALES.;
001221;33401;02;SATISFACER LAS NECESIDADES DE EXPRESIÓN Y EL DESARROLLO DE CAPACIDADES DE LOS VECINOS/AS DEL DISTRITO MEDIANTE UNA OFERTA VARIADA DE ACTIVIDADES CULTURALES, SOCIOCULTURALES Y RECREATIVAS.;
001221;33401;03;FOMENTAR LA CULTURA TRADICIONAL MEDIANTE LA CELEBRACIÓN DE FIESTAS  POPULARES Y OTRAS ACTIVIDADES CULTURALES FUERA DE LOS C.C.;
001221;34101;01;FOMENTAR LA PRÁCTICA DEL DEPORTE EN LA POBLACIÓN ESCOLAR DEL DISTRITO A TRAVÉS DE LAS ESCUELAS DE PROMOCIÓN DEPORTIVA EN CENTROS ESCOLARES.;
001221;34101;02;PROMOCIONAR LOS DEPORTES ENTRE LOS VECINOS/AS DEL DISTRITO MEDIANTE LA ORGANIZACIÓN DE COMPETICIONES Y TORNEOS DEPORTIVOS MUNICIPALES Y OTRAS ACTIVIDADES DE PROMOCIÓN NO COMPETITIVAS;
001221;34201;01;PONER A DISPOSICIÓN DE LA CIUDADANÍA UNA DIVERSIDAD DE INSTALACIONES DEPORTIVAS QUE FOMENTEN LA ACTIVIDAD FÍSICA Y LA PRÁCTICA DE DEPORTES.;
001221;34201;02;FOMENTAR Y FACILITAR LA PRÁCTICA DEL DEPORTE ADECUANDO LA OFERTA DE LAS ACTIVIDADES DEPORTIVAS PROGRAMADAS A LAS DIFERENTES NECESIDADES Y DEMANDAS DE LOS VECINOS/AS DEL DISTRITO.;
001221;34201;03;MEJORAR LAS INSTALACIONES DEPORTIVAS MEDIANTE LAS CORRESPONDIENTES ACTUACIONES DE REFORMA Y ACONDICIONAMIENTO.;
001221;49300;01;ASEGURAR Y GARANTIZAR LA PROTECCIÓN DE LOS CONSUMIDORES/AS CONTRA LOS RIESGOS QUE PUEDAN AFECTAR A SU SALUD, SEGURIDAD, INTERESES ECONÓMICOS Y SOCIALES MEDIANTE INSPECCIONES PERIÓDICAS Y PROGRAMADAS DE LOS ESTABLECIMIENTOS DEL DISTRITO QUE OFERTEN BIENES Y SERVICIOS A LOS CONSUMIDORES FINALES.;
001221;49300;02;GARANTIZAR LOS DERECHOS DE LOS CONSUMIDORES/AS MEDIANTE LA INFORMACIÓN, EL ASESORAMIENTO Y GESTIÓN DE RECLAMACIONES Y DENUNCIAS POR PARTE DE LA OFICINA MUNICIPAL DE INFORMACIÓN  AL CONSUMIDOR (OMIC).;
001221;49300;03;AGILIZAR LA GESTIÓN DE EXPEDIENTES EN MATERIA DE CALIDAD Y CONSUMO.;
001221;91220;01;ATENDER LAS OBLIGACIONES DE CARÁCTER PROTOCOLARIO Y REPRESENTATIVO DE LA CONCEJALÍA PRESIDENCIA.;
001221;92001;01;PROMOVER LA EFICAZ GESTIÓN DE LOS SERVICIOS COMPETENCIA DEL DISTRITO  APORTANDO LOS MEDIOS NECESARIOS PARA EL DESARROLLO DE LAS FUNCIONES DEL MISMO MEDIANTE LOS CORRESPONDIENTES PROCEDIMIENTOS DE CONTRATACIÓN.;
001221;92001;02;MEJORAR LA GESTIÓN ECONÓMICA OPTIMIZANDO LA RECAUDACIÓN DE LOS INGRESOS RELATIVOS A LA COMPETENCIA DEL DISTRITO Y LA TRAMITACIÓN DE LOS EXPEDIENTES DE GASTO.;
001221;92001;03;PRESTAR ASISTENCIA JURÍDICA, TANTO A LOS ÓRGANOS UNIPERSONALES Y COLEGIADOS DEL DISTRITO COMO A LAS UNIDADES ADMINISTRATIVAS DEPENDIENTES DEL MISMO, MEDIANTE LA REALIZACIÓN DE INFORMES JURÍDICOS Y LA PREPARACIÓN DE ASUNTOS QUE SE ELEVEN A APROBACIÓN.;
001221;92001;04;AGILIZAR LA GESTIÓN DE EXPEDIENTES DE LICENCIAS URBANÍSTICAS Y DE OCUPACIÓN DEL DOMINIO PÚBLICO LOCAL.;
001221;92001;05;REALIZAR EL CONTROL DEL CUMPLIMIENTO DE LA LEGALIDAD VIGENTE EN MATERIAS COMPETENCIA DE LOS ÓRGANOS DEL DISTRITO, MEDIANTE LA REALIZACIÓN DE INSPECCIONES Y LA TRAMITACIÓN DE LOS CORRESPONDIENTES EXPEDIENTES SANCIONADORES.;
001221;92001;06;MEJORAR LOS SERVICIOS PRESTADOS A LA CIUDADANÍA MEDIANTE LA GESTIÓN DE UN SISTEMA INTEGRADO DE SUGERENCIAS Y RECLAMACIONES.;
001221;92401;01;POTENCIAR LA PARTICIPACIÓN DE LOS VECINOS DEL DISTRITO A TRAVÉS DE LOS CANALES Y ÓRGANOS DE PARTICIPACIÓN CIUDADANA ESTABLECIDOS EN EL REGLAMENTO ORGÁNICO DE PARTICIPACIÓN CIUDADANA DEL AYUNTAMIENTO DE MADRID.;
001221;92401;02;FOMENTAR EL ASOCIACIONISMO Y LA REALIZACIÓN DE PROYECTOS PARA EL DESARROLLO SOCIAL DEL DISTRITO.;
001221;93302;01;CONSERVAR LOS EDIFICIOS MUNICIPALES DEL DISTRITO Y SUS INSTALACIONES EN CONDICIONES IDÓNEAS PARA SU USO MEDIANTE LA REALIZACIÓN DE LAS CORRESPONDIENTES ACCIONES DE LIMPIEZA Y MANTENIMIENTO.;
001221;93302;02;GARANTIZAR LA SEGURIDAD DE LOS CIUDADANOS/AS Y USUARIOS/AS DE LOS EDIFICIOS PÚBLICOS Y MEJORAR LA ACCESIBILIDAD A LOS MISMOS MEDIANTE LAS CORRESPONDIENTES OBRAS DE REFORMA.;
001300;01111;01;RACIONALIZACIÓN PERMANENTE DE LA ESTRUCTURA DEL ENDEUDAMIENTO DEL AYUNTAMIENTO DE MADRID;
001300;01111;02;SEGUIMIENTO DE LA FINANCIACIÓN AJENA A CORTO PLAZO PARA CUBRIR LOS DESFASES TRANSITORIOS DE TESORERÍA.;
001300;01111;03;OBTENER Y GESTIONAR LA FINANCIACIÓN AJENA A LARGO PLAZO NECESARIA PARA ATENDER LA FINANCIACIÓN DE LAS INVERSIONES CONTENIDAS EN EL PRESUPUESTO DEL EJERCICIO Y PARA CUMPLIR LOS OBJETIVOS QUE SE DETERMINEN EN LAS FINANCIACIONES EXTRAORDINARIAS QUE SE ESTABLEZCAN LEGALMENTE. LLEVAR A CABO LAS REFINANCIACIONES DE DEUDA EN LOS TÉRMINOS QUE SE RECOJAN EN LA NORMATIVA VIGENTE DE CADA MOMENTO, ASÍ COMO PROCEDER A LA ASUNCIÓN O SUBROGACIÓN DE ENDEUDAMIENTO PROVENIENTE DE OTROS ENTES DEL SECTOR PÚBLICO MUNICIPAL, CUANDO ASÍ SE DETERMINE.;
001310;92901;01;ATENDER NUEVAS NECESIDADES NO PREVISTAS EN EL PRESUPUESTO INCIAL QUE PUEDAN SURGIR DURANTE EL EJERCICIO.;
001310;92902;01;ATENDER NECESIDADES DE CARÁCTER NO DISCRECIONAL NO PREVISTAS EN EL PRESUPUESTO APROBADO.;
001320;93201;01;TRAMITACIÓN Y RESOLUCIÓN DE RECLAMACIONES Y OTROS EXPEDIENTES ECONÓMICO- ADMINISTRATIVOS EN RELACIÓN CON ACTUACIONES TRIBUTARIAS Y RECAUDATORIAS DEL AYUNTAMIENTO DE MADRID Y ORGANISMOS DEPENDIENTES.;
001320;93201;02;INFORMACIÓN, ATENCIÓN Y APOYO A LA CIUDADANÍA EN RELACIÓN CON LAS RECLAMACIONES Y OTROS EXPEDIENTES ECONÓMICO-ADMINISTRATIVOS DE COMPETENCIA DEL TEAMM;
001320;93201;03;REDUCCIÓN DE LOS TIEMPOS DE TRAMITACIÓN, AGILIZANDO LAS COMUNICACIONES ENTRE EL TEAMM Y OTROS ÓRGANOS Y MEJORANDO EL CONOCIMIENTO MUTUO DE LOS PROCEDIMIENTOS Y PROCESOS OPERATIVOS.;
001320;93201;04;CUALIFICACIÓN PROFESIONAL DEL PERSONAL Y PREVENCIÓN DE RIESGOS LABORALES;
001320;93201;05;GESTIÓN DE LOS SERVICIOS AFECTOS AL DESARROLLO DE LAS FUNCIONES DEL TRIBUNAL;
001320;93201;06;CONSERVACIÓN Y MANTENIMIENTO DEL EDIFICIO MUNICIPAL SEDE DEL TRIBUNAL ECONÓMICO-ADMINISTRATIVO MUNICIPAL DE MADRID;
501102;49101;01;PRESTAR SERVICIOS DE TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIONES AL AYUNTAMIENTO DE MADRID Y SUS ORGANISMOS AUTONOMOS.;
501102;49179;01;PLAN ESTRATÉGICO DE TRANSFORMACIÓN DIGITAL DE SERVICIOS SOCIALES DEL AYUNTAMIENTO DE MADRID;
503140;23201;01;DINAMIZAR EL EMPLEO EN LOS BARRIOS CON MAYORES ÍNDICES DE DESEMPLEO A TRAVÉS DE LA INFORMACIÓN, ASESORAMIENTO, Y FORMACIÓN PARA EL EMPLEO DE FORMA ESPECÍFICA PARA LOS COLECTIVOS MÁS DESFAVORECIDOS RESIDENTES EN LOS BARRIOS INCLUIDOS EN LOS PLANES DE BARRIO;
503140;23201;02;DOTAR DE COMPETENCIAS CLAVE, TÉCNICAS Y TRANSVERSALES Y MEJORAR LA EMPLEABILIDAD DE LA POBLACIÓN DESEMPLEADA MADRILEÑA RESIDENTE EN BARRIOS Y DISTRITOS CON ESPECIAL INCIDENCIA EN EL DESEMPLEO Y CON ESPECIAL ATENCIÓN A LOS COLECTIVOS PRIORITARIOS CON DIFICULTADES DE INSERCIÓN LABORAL, FAVORECIENDO LA COHESIÓN TERRITORIAL Y SOCIAL.;
503140;24100;01;PROVISIÓN DE LOS SERVICIOS, MEDIOS MATERIALES Y TECNOLOGÍA PARA LAS UNIDADES ADMINISTRATIVAS DEL ORGANISMO, ASI COMO LA GESTIÓN EFICAZ DE LOS SERVICIOS INTERNOS, MEDIANTE LA CONSERVACIÓN, MANTENIMIENTO Y MEJORA DE LA OPERATIVIDAD DE LAS INSTALACIONES Y EDIFICIOS ADSCRITOS, ASÍ COMO SU VIGILANCIA Y LIMPIEZA.;
503140;24100;02;OBTENER INFORMACIÓN PARA ANALIZAR EL IMPACTO DE LA CONTRATACIÓN GESTIONADA POR LA SUBDIRECCIÓN EN LAS LÍNEAS ESTRATÉGICAS DE LAS POLÍTICAS MUNICIPALES DE IGUALDAD;
503140;24100;03;RACIONALIZAR LA DISTRIBUCIÓN DE LOS RECURSOS ECONÓMICOS DEL ORGANISMO AUTÓNOMO AGENCIA PARA EL EMPLEO MEDIANTE LA PLANIFICACIÓN DEL PRESUPUESTO, SU SEGUIMIENTO Y EJECUCIÓN.;
503140;24100;04;FACILITAR APOYO JURÍDICO Y LA GESTIÓN DE LA CONTRATACIÓN PÚBLICA A LAS UNIDADES ADMINISTRATIVAS DE LA AGENCIA PARA EL EMPLEO DE MADRID, MEDIANTE EL ASESORAMIENTO, LA REALIZACIÓN DE INFORMES DE CONTENIDO JURÍDICO, LA TRAMITACIÓN Y EL SEGUIMIENTO DE LOS EXPEDIENTES DE CONTRATACIÓN (CON INCLUSIÓN EN LOS MISMOS DE CLAÚSULAS SOCIALES), TRAMITACIÓN Y SEGUIMIENTO DE CONTRATOS MENORES, ASÍ COMO EXPEDIENTES DE DEVOLUCIÓN DE GARANTÍAS DEFINITIVAS.;
503140;24100;05;APOYAR LA REALIZACIÓN DE LAS ACTUACIONES EN EL ÁMBITO DE LA GESTIÓN INTEGRAL DE RECURSOS HUMANOS, DE LAS RELACIONES INSTITUCIONALES CON OTRAS ENTIDADES QUE OPERAN EN EL MERCADO LABORAL Y COMUNICACIÓN CON LOS USUARIOS (TRABAJADORES, ENTIDADES Y EMPRESAS).;
503140;24102;01;MEJORAR LAS OPORTUNIDADES DE INSERCIÓN LABORAL DE LA POBLACIÓN DESEMPLEADA EN MADRID, INCREMENTANDO SU EMPLEABILIDAD A TRAVÉS DE PROGRAMAS COFINANCIADOS.;
503140;24103;01;MEJORAR LAS OPORTUNIDADES DE INSERCIÓN LABORAL DE LA POBLACIÓN DESEMPLEADA MADRILEÑA A TRAVÉS DE PROGRAMAS QUE REFUERCEN SUS COMPETENCIAS CLAVE, TÉCNICAS Y TRANSVERSALES, CON ESPECIAL ATENCIÓN A LOS COLECTIVOS PRIORITARIOS CON DIFICULTADES DE INSERCIÓN LABORAL, PARA ASÍ FAVORECER LA COHESIÓN SOCIAL Y TERRITORIAL.;
